Snowed under,Busy,Busy
Snowed under,Occupied,Occupied
Snowed under,Busy,Busy
That ship has sailed,It's too late,It is too late
There are clouds on the horizon,Trouble is coming,Trouble is coming
There are clouds on the horizon,Trouble is eminent,Trouble is eminent
Those who live in glass houses shouldn't throw stones,People who are morally questionable shouldn't criticize others,People who are morally questionable should not criticize others
Those who live in glass houses shouldn't throw stones,People who are questionable shouldn't criticize others,People who are questionable should not criticize others
Time is money,Work quickly,Work quickly
Waste not want not,Don't waste things and you'll always have enough,Do not waste things and you will always have enough
Waste not want not,Don't waste things,Do not waste things
Waste not want not,Don't waste,Do not waste
Waste not want not,Don't be wasteful,Do not be wasteful
We see eye to eye,We agree,We agree
Weather the storm,Go through something difficult,Go through something difficult
Weather the storm,Go through difficultly,Go through difficultly
Weather the storm,Go through difficult times,Go through difficult times
Weather the storm,Go through hard times,Go through hard times
Weather the storm,Go through hardships,Go through hardships
Well begun is half done,Getting a good start is important,Getting a good start is important
Well begun is half done,It is important to start well,It is important to start well
Well begun is half done,It is important to start strong,It is important to start strong
When it rains it pours,Everything is going wrong at once,Everything is going wrong at once
When it rains it pours,Everything bad happens at the same time,Everything bad happens at the same time
When it rains it pours,All bad things happen at the same time,All bad things happen at the same time
When it rains it pours,All bad things happen at once,All bad things happen at once
You can catch more flies with honey than you can with vinegar,You'll get what you want by being nice,You will get what you want by being nice
You can catch more flies with honey than you can with vinegar,Be nice to others,Be nice to others
You can catch more flies with honey than you can with vinegar,Being nice will get you want you want,Being nice will get you want you want
You can catch more flies with honey than you can with vinegar,Be nice,Be nice
You can lead a horse to water but you can't make him drink,You can't force someone to make the right decision,You can not force someone to make the right decision
You can lead a horse to water but you can't make him drink,You can't make someone to make the right decision,You can not make someone to make the right decision
You can't make an omelet without breaking some eggs,There's always a cost to doing something,There is always a cost to doing something
You can't make an omelet without breaking some eggs,There's always a cost,There is always a cost
You can't make an omelet without breaking some eggs,There's always a consequence to doing something,There is always a consequence to doing something
You can't make an omelet without breaking some eggs,There are always consequences,There are always consequences
A Bird In The Hand Is Worth Two In The Bush,Having something that is certain is much better than taking a risk for more because chances are you might lose everything.,Having something that is certain is much better than taking a risk for more because chances are you might lose everything
A Blessing In Disguise,Something good that isn't recognized at first.,Something good that is not recognized at first
A Chip On Your Shoulder,Being upset for something that happened in the past.,Being upset for something that happened in the past
A Dime A Dozen,Anything that is common and easy to get.,Anything that is common and easy to get
A Doubting Thomas,A skeptic who needs personal evidence in order to believe something.,A skeptic who needs personal evidence in order to believe something
A Doubting Thomas,A skeptic who needs physical evidence in order to believe something.,A skeptic who needs physical evidence in order to believe something
A Drop in the Bucket,A very small part of something big.,A very small part of something big
A Drop in the Bucket,A very small part of something whole.,A very small part of something whole
A Fool And His Money Are Easily Parted,It's easy for a foolish person to lose her money.,It is easy for a foolish person to lose her money
A Fool And His Money Are Easily Parted,It's easy for a foolish person to lose his money.,It is easy for a foolish person to lose his money
A House Divided Against Itself Cannot Stand,Everyone involved must unify and function together or it will not work out.,Everyone involved must unify and function together or it will not work out
A Leopard Can't Change His Spots,You cannot change who you are.,You can not change who you are
A Penny Saved Is A Penny Earned,By not spending money you are saving money.,By not spending money you are saving money
A Picture Paints a Thousand Words,A visual presentation is far more descriptive than words.,A visual presentation is far more descriptive than words
A Piece of Cake,A task that can be accomplished very easily.,A task that can be accomplished very easily
A Slap on the Wrist,A very mild punishment.,A very mild punishment
A Taste Of Your Own Medicine,When you are mistreated the same way you mistreat others.,When you are mistreated the same way you mistreat others
A Toss-Up,A result that is still unclear and can go either way.,A result that is still unclear and can go either way
Actions Speak Louder Than Words,It's better to actually do something than just talk about it.,It is better to actually do something than just talk about it
Add Fuel To The Fire,Whenever something is done to make a bad situation even worse than it is.,Whenever something is done to make a bad situation even worse than it is
Against The Clock,Rushed and short on time.,Rushed and short on time
All Bark And No Bite,When someone is aggressive but not willing to engage in a fight.,When someone is aggressive but not willing to engage in a fight
All Bark And No Bite,When someone is threatening but not willing to engage in a fight.,When someone is threatening but not willing to engage in a fight
All Bark And No Bite,When someone is threatening and aggressive but not willing to engage in a fight.,When someone is threatening and aggressive but not willing to engage in a fight
All Greek to me,Meaningless and incomprehensible.,Meaningless and incomprehensible
All Greek to me,Meaningless.,Meaningless
All Greek to me,Incomprehensible.,Incomprehensible
All In The Same Boat,When  everyone is facing the same challenges.,When everyone is facing the same challenges
An Arm And A Leg,Very expensive. A large amount of money.,Very expensive  A large amount of money
An Axe To Grind,To have a dispute with someone.,To have a dispute with someone
Apple of My Eye,Someone who is cherished above all others.,Someone who is cherished above all others
As High As A Kite,Anything that is high up in the sky.,Anything that is high up in the sky
At The Drop Of A Hat,Willing to do something immediately.,Willing to do something immediately
Back Seat Driver,People who criticize from the sidelines much like someone giving unwanted advice from the back seat of a vehicle to the driver.,People who criticize from the sidelines much like someone giving unwanted advice from the back seat of a vehicle to the driver
Back To Square One,Having to start all over again.,Having to start all over again
Back To The Drawing Board,When an attempt fails and it's time to start all over.,When an attempt fails and it is time to start all over
Baker's Dozen,Thirteen.,Thirteen
Barking Up The Wrong Tree,A mistake made in something you are trying to achieve.,A mistake made in something you are trying to achieve
Beat A Dead Horse,To force an issue that has already ended.,To force an issue that has already ended
Beating Around The Bush,Avoiding the main topic. Not speaking directly about the issue.,Avoiding the main topic  Not speaking directly about the issue
Bend Over Backwards,Do whatever it takes to help. Willing to do anything.,Do whatever it takes to help  Willing to do anything
Between A Rock And A Hard Place,Stuck between two very bad options.,Stuck between two very bad options
Bite Off More Than You Can Chew,To take on a task that is way to big.,To take on a task that is way to big
Bite Your Tongue,To avoid talking.,To avoid talking
Blood Is Thicker Than Water,The family bond is closer than anything else.,The family bond is closer than anything else
Blue Moon,A rare event.,A rare event
Blue Moon,A rare occurance.,A rare occurance
Break A Leg,Good luck.,Good luck
Buy A Lemon,To purchase a vehicle that constantly gives problems.,To purchase a vehicle that constantly gives problems
Can't Cut The Mustard,Someone who isn't adequate enough to participate.,Someone who is not adequate enough to participate
Can't Cut The Mustard,Someone who isn't adequate enough to compete.,Someone who is not adequate enough to compete
Cast Iron Stomach,Someone who has no problems with eating anything.,Someone who has no problems with eating anything
Cast Iron Stomach,Someone who has no problems with drinking anything.,Someone who has no problems with drinking anything
Cast Iron Stomach,Someone who has no complications with eating anything.,Someone who has no complications with eating anything
Cast Iron Stomach,Someone who has no complications with drinking anything.,Someone who has no complications with drinking anything
Cast Iron Stomach,Someone who has no ill effects with eating anything.,Someone who has no ill effects with eating anything
Cast Iron Stomach,Someone who has no ill effects with drinking anything.,Someone who has no ill effects with drinking anything
Cast Iron Stomach,Someone who has no problems complications effects with eating anything.,Someone who has no problems complications effects with eating anything
Cast Iron Stomach,Someone who has no problems complications effects with drinking anything.,Someone who has no problems complications effects with drinking anything
Cast Iron Stomach,Someone who has no problems ill effects with eating anything.,Someone who has no problems ill effects with eating anything
Cast Iron Stomach,Someone who has no problems ill effects with drinking anything.,Someone who has no problems ill effects with drinking anything
Charley Horse,Stiffness in the leg.,Stiffness in the leg
Charley Horse,A leg cramp.,A leg cramp
Chew someone out,Verbally scold someone.,Verbally scold someone
Chip on his Shoulder,Angry today about something that occured in the past.,Angry today about something that occured in the past
Chow Down,To eat.,To eat
Close but no Cigar,To be very near and almost accomplish a goal but fall short.,To be very near and almost accomplish a goal but fall short
Come Hell Or High Water,Any difficult obstacle.,Any difficult obstacle
Come Hell Or High Water,Any difficult situation.,Any difficult situation
Crack Someone Up,To make someone laugh.,To make someone laugh
Cross Your Fingers,To hope that something happens the way you want it to.,To hope that something happens the way you want it to
Cry Over Spilt Milk,When you complain about a loss from the past.,When you complain about a loss from the past
Cry Wolf,Intentionally raise a false alarm.,Intentionally raise a false alarm
Cup Of Joe,A cup of coffee.,A cup of coffee
Curiosity Killed The Cat,Being Inquisitive can lead you into a dangerous situation.,Being Inquisitive can lead you into a dangerous situation
Cut to the Chase,Leave out all the unnecessary details and just get to the point.,Leave out all the unnecessary details and just get to the point
Dark Horse,One who was previously unknown and is now prominent.,One who was previously unknown and is now prominent
Dead Ringer,100% identical. A duplicate.,100  identical  A duplicate
Devil's Advocate,Someone who takes a position for the sake of argument without believing in that particular side of the arguement. It can also mean one who presents a counter argument for a position they do believe in to another debater.,Someone who takes a position for the sake of argument without believing in that particular side of the arguement  It can also mean one who presents a counter argument for a position they do believe in to another debater
Dog Days of Summer,The hottest days of the summer season.,The hottest days of the summer season
Don't count your chickens before they hatch,Don't rely on it until your sure of it.,Do not rely on it until your sure of it
Don't Look A Gift Horse In The Mouth,When someone gives you a gift don't be ungrateful.,When someone gives you a gift do not be ungrateful
Don't Put All Your Eggs In One Basket,Do not put all your resources in one possibility.,Do not put all your resources in one possibility
Doozy,Something outstanding.,Something outstanding
Down To The Wire,Something that ends at the last minute.,Something that ends at the last minute
Down To The Wire,Something that ends at the last few seconds.,Something that ends at the last few seconds
Down To The Wire,Something that ends at the last moment.,Something that ends at the last moment
Drastic Times Call For Drastic Measures,When you are extremely desperate you need to take extremely desperate actions.,When you are extremely desperate you need to take extremely desperate actions
Drink like a fish,To drink very heavily.,To drink very heavily
Drive someone up the wall,To irritate and annoy very much.,To irritate and annoy very much
Drive someone up the wall,To annoy very much.,To annoy very much
Drive someone up the wall,To irritate very much.,To irritate very much
Dropping Like Flies,A large number of people either falling dying.,A large number of people either falling dying
Dropping Like Flies,A large number of people either falling ill.,A large number of people either falling ill
Dry Run,Rehearsal.,Rehearsal
Eighty Six,A certain item is no longer available.,A certain item is no longer available
Eighty Six,To throw away.,To throw away
Elvis has left the building,The show has come to an end. It's all over.,The show has come to an end  It is all over
Ethnic Cleansing,Killing of a certain ethnic group on a massive scale.,Killing of a certain ethnic group on a massive scale
Ethnic Cleansing,Killing of a certain religious group on a massive scale.,Killing of a certain religious group on a massive scale
Every Cloud Has A Silver Lining,Be optomistic even difficult times will lead to better days.,Be optomistic even difficult times will lead to better days
Everything But The Kitchen Sink,Almost everything and anything has been included.,Almost everything and anything has been included
Excuse my French,Please forgive me for cussing.,Please forgive me for cussing
Cock and Bull Story,An unbelievable tale.,An unbelievable tale
Cock and Bull Story,An unbelievable tale.,An unbelievable tale
Feeding Frenzy,An aggressive attack on someone by a group.,An aggressive attack on someone by a group
Field Day,An enjoyable day.,An enjoyable day
Field Day,An enjoyable circumstance.,An enjoyable circumstance
Finding Your Feet,To become more comfortable in whatever you are doing.,To become more comfortable in whatever you are doing
Finger lickin' good,A very tasty food.,A very tasty food
Finger lickin' good,A very tasty meal.,A very tasty meal
Fixed In Your Ways,Not wanting to change from your normal way of doing something.,Not wanting to change from your normal way of doing something
Fixed In Your Ways,Not willing to change from your normal way of doing something.,Not willing to change from your normal way of doing something
Flash In The Pan,Something that shows potential in the beginning but fails to deliver anything in the end.,Something that shows potential in the beginning but fails to deliver anything in the end
Flash In The Pan,Something that shows looks promising in the beginning but fails to deliver anything in the end.,Something that shows looks promising in the beginning but fails to deliver anything in the end
Flea Market,A swap meet. A place where people gather to buy and sell inexpensive goods.,A swap meet  A place where people gather to buy and sell inexpensive goods
Flesh and Blood,Living material of which people are made of.,Living material of which people are made of
Flip The Bird,To raise your middle finger at someone.,To raise your middle finger at someone
Foam at the Mouth,To be enraged and show it.,To be enraged and show it
Fools' Gold,Iron pyrites a worthless rock that resembles real gold.,Iron pyrites a worthless rock that resembles real gold
French Kiss,An open mouth kiss where tongues touch.,An open mouth kiss where tongues touch
From Rags To Riches,To go from being very poor to being very wealthy.,To go from being very poor to being very wealthy
Fuddy-duddy,An old-fashioned and foolish type of person.,An oldfashioned and foolish type of person
Full Monty,The whole thing.,The whole thing
Full Monty,Completely nude.,Completely nude
Funny Farm,A mental institutional facility.,A mental institutional facility
Get Down to Brass Tacks,To become serious about something.,To become serious about something
Get Over It,To move beyond something that is bothering you.,To move beyond something that is bothering you
Get Up On The Wrong Side Of The Bed,Someone who is having a horrible day.,Someone who is having a horrible day
Get Your Walking Papers,Get fired from a job.,Get fired from a job
Give Him The Slip,To get away from. To escape.,To get away from  To escape
Go Down Like A Lead Balloon,To be received badly by an audience.,To be received badly by an audience
Go For Broke,To gamble everything you have.,To gamble everything you have
Go Out On A Limb,Put yourself in a tough position in order to support someone.,Put yourself in a tough position in order to support someone
Go Out On A Limb,Put yourself in a tough position in order to support something.,Put yourself in a tough position in order to support something
Go The Extra Mile,Going above and beyond whatever is required for the task at hand.,Going above and beyond whatever is required for the task at hand
Good Samaritan,Someone who helps others when they are in need with no discussion for compensation and no thought of a reward.,Someone who helps others when they are in need with no discussion for compensation and no thought of a reward
Graveyard Shift,Working hours from about 12 am to 8 am. The time of the day when most other people are sleeping.,Working hours from about 12 am to 8 am  The time of the day when most other people are sleeping
Great Minds Think Alike,Intelligent people think like each other.,Intelligent people think like each other
Green Room,The waiting room especially for those who are about to go on a tv.,The waiting room especially for those who are about to go on a tv
Green Room,The waiting room especially for those who are about to go on a radio show.,The waiting room especially for those who are about to go on a radio show
Gut Feeling,A personal intuition you get especially when feel something may not be right.,A personal intuition you get especially when feel something may not be right
Haste Makes Waste,Quickly doing things results in a poor ending.,Quickly doing things results in a poor ending
Hat Trick,When one player scores three goals in the same game.,When one player scores three goals in the same game
He Lost His Head,Angry and overcome by emotions.,Angry and overcome by emotions
Head Over Heels,Very excited and joyful especially when in love.,Very excited and joyful especially when in love
Head Over Heels,Very joyful especially when in love.,Very joyful especially when in love
Head Over Heels,Very excited especially when in love.,Very excited especially when in love
Hell in a Handbasket,Deteriorating and headed for complete disaster.,Deteriorating and headed for complete disaster
High Five,Slapping palms above each others heads as celebration gesture.,Slapping palms above each others heads as celebration gesture
High on the Hog,Living in Luxury.,Living in Luxury
Hit The Books,To study especially for a test.,To study especially for a test
Hit The Books,To study especially for a exam.,To study especially for a exam
Hit The Hay,Go to sleep.,Go to sleep
Hit The Hay,Go to bed.,Go to bed
Hit The Nail on the Head,Say something exactly right.,Say something exactly right
Hit The Nail on the Head,Do something exactly right.,Do something exactly right
Hit The Sack,Go to bed.,Go to bed
Hit The Sack,Go to sleep.,Go to sleep
Hocus Pocus,In general a term used in trickery.,In general a term used in trickery
Hocus Pocus,In general a term used in magic.,In general a term used in magic
Hold Your Horses,Be patient.,Be patient
Icing On The Cake,When you already have it good and get something on top of what you already have.,When you already have it good and get something on top of what you already have
Idle Hands Are The Devil's Tools,You are more likely to get in trouble if you have nothing to do.,You are more likely to get in trouble if you have nothing to do
If It's Not One Thing It's Another,When one thing goes wrong then another and another...,When one thing goes wrong then another and another
In Like Flynn,To be easily successful especially when romantic.,To be easily successful especially when romantic
In Like Flynn,To be easily successful especially when sexual.,To be easily successful especially when sexual
In The Bag,To have something secured.,To have something secured
In The Buff,Nude.,Nude
In The Heat Of The Moment,Overwhelmed by what is happening in the moment.,Overwhelmed by what is happening in the moment
In Your Face,An aggressive and bold confrontation.,An aggressive and bold confrontation
It Takes Two To Tango,A two person conflict where both people are at fault.,A two person conflict where both people are at fault
It's A Small World,You frequently see the same people in different places.,You frequently see the same people in different places
Its Anyone's Call,A competition where the outcome is difficult to predict.,A competition where the outcome is difficult to predict
Its Anyone's Call,A competition where the outcome is difficult to judge.,A competition where the outcome is difficult to judge
Jaywalk,Crossing the street without using the crosswalk.,Crossing the street without using the crosswalk
Joshing Me,Tricking me.,Tricking me
Keep An Eye On Him,You should carefully watch him.,You should carefully watch him
Keep body and soul together,To earn a sufficient amount of money in order to keep yourself alive .,To earn a sufficient amount of money in order to keep yourself alive
Keep your chin up,To remain joyful in a tough situation.,To remain joyful in a tough situation
Kick The Bucket,Die.,Die
Kitty-corner,Diagonally across. Sometimes called Catty-Corner as well.,Diagonally across  Sometimes called CattyCorner as well
Knee Jerk Reaction,A quick and automatic response.,A quick and automatic response
Knock On Wood,Knuckle tapping on wood in order to avoid some bad luck.,Knuckle tapping on wood in order to avoid some bad luck
Know the Ropes,To understand the details.,To understand the details
Last but not least,An introduction phrase to let the audience know that the last person mentioned is no less important than those introduced before him.,An introduction phrase to let the audience know that the last person mentioned is no less important than those introduced before him
Last but not least,An introduction phrase to let the audience know that the last person mentioned is no less important than those introduced before her.,An introduction phrase to let the audience know that the last person mentioned is no less important than those introduced before her
Lend Me Your Ear,To politely ask for someone's full attention.,To politely ask for someone is full attention
Let Bygones Be Bygones,To forget about a disagreement.,To forget about a disagreement
Let Bygones Be Bygones,To forget about a arguement.,To forget about a arguement
Let Sleeping Dogs Lie,To avoid restarting a conflict.,To avoid restarting a conflict
Let The Cat Out Of The Bag,To share a secret that wasn't suppose to be shared.,To share a secret that was not suppose to be shared
Level playing field,A fair competition where no side has an advantage.,A fair competition where no side has an advantage
Like a chicken with its head cut off,To act in a frenzied manner.,To act in a frenzied manner
liquor someone up,To get someone drunk.,To get someone drunk
Long in the Tooth,Old people.,Old people
Loose Cannon,Someone who is unpredictable and can cause damage if not kept in check.,Someone who is unpredictable and can cause damage if not kept in check
Make No Bones About,To state a fact so there are no doubts.,To state a fact so there are no doubts
Make No Bones About,To state a fact so there are no objections.,To state a fact so there are no objections
Method To My Madness,Strange actions that appear meaningless but in the end are done for a good reason.,Strange actions that appear meaningless but in the end are done for a good reason
Method To My Madness,Crazy actions that appear meaningless but in the end are done for a good reason.,Crazy actions that appear meaningless but in the end are done for a good reason
Mumbo Jumbo,Nonsense.,Nonsense
Mumbo Jumbo,Meaningless speech.,Meaningless speech
Mum's the word,To keep quiet. To say nothing.,To keep quiet  To say nothing
Nest Egg,Savings set aside for future use.,Savings set aside for future use
Never Bite The Hand That Feeds You,Don't hurt anyone that helps you.,Do not hurt anyone that helps you
New kid on the block,Someone new to the group.,Someone new to the group
New kid on the block,Someone new to the area.,Someone new to the area
New York Minute,A minute that seems to go by quickly especially in a fast paced environment.,A minute that seems to go by quickly especially in a fast paced environment
No Dice,To not agree. To not accept a proposition.,To not agree  To not accept a proposition
No Room to Swing a Cat,An unusually small space.,An unusually small space
No Room to Swing a Cat,An unusually confined space.,An unusually confined space
Not Playing With a Full Deck,Someone who lacks intelligence.,Someone who lacks intelligence
Off On The Wrong Foot,Getting a bad start on a relationship.,Getting a bad start on a relationship
Off On The Wrong Foot,Getting a bad start on a task.,Getting a bad start on a task
Off The Hook,No longer have to deal with a tough situation.,No longer have to deal with a tough situation
Off the Record,Something said in confidence that the one speaking doesn't want attributed to him.,Something said in confidence that the one speaking does not want attributed to him
Off the Record,Something said in confidence that the one speaking doesn't want attributed to her.,Something said in confidence that the one speaking does not want attributed to her
On Pins And Needles,Anxious especially in anticipation of something.,Anxious especially in anticipation of something
On Pins And Needles,Nervous especially in anticipation of something.,Nervous especially in anticipation of something
On The Fence,Undecided.,Undecided
On The Same Page,When multiple people all agree on the same thing.,When multiple people all agree on the same thing
Out Of The Blue,Something that suddenly and unexpectedly occurs.,Something that suddenly and unexpectedly occurs
Out On A Limb,When someone puts them self in a risky situation.,When someone puts them self in a risky situation
Out On The Town,To enjoy yourself by going out.,To enjoy yourself by going out
Over My Dead Body,When you absolutely will not allow something to happen.,When you absolutely will not allow something to happen
Over the Top,Very excessive.,Very excessive
Pass The Buck,Avoid responsibility by giving it to someone else.,Avoid responsibility by giving it to someone else
Pedal to the metal,To go full speed especially while driving a vehicle.,To go full speed especially while driving a vehicle
Peeping Tom,Someone who observes people in the nude people mainly for his own gratification.,Someone who observes people in the nude people mainly for his own gratification
Peeping Tom,Someone who observes people in the sexually active people mainly for his own gratification.,Someone who observes people in the sexually active people mainly for his own gratification
Pick up your ears,To listen very carefully.,To listen very carefully
Pig In A Poke,A deal that is made without first examining it.,A deal that is made without first examining it
Pig Out,To eat alot and eat it quickly.,To eat alot and eat it quickly
Pipe Down,To shut-up.,To shutup
Pipe Down,To be quiet.,To be quiet
Practice Makes Perfect,By constantly practicing you will become better.,By constantly practicing you will become better
Pull the plug,To stop something. To bring something to an end.,To stop something  To bring something to an end
Pulling Your Leg,Tricking someone as a joke.,Tricking someone as a joke
Put a sock in it,To tell noisy person to be quiet.,To tell noisy person to be quiet
Put a sock in it,To tell noisy group to be quiet.,To tell noisy group to be quiet
Queer the pitch,Destroy a plan.,Destroy a plan
Queer the pitch,Ruin a plan.,Ruin a plan
Raincheck,An offer that is declined right now but willing to accept later.,An offer that is declined right now but willing to accept later
Raincheck,A deal that is declined right now but willing to accept later.,A deal that is declined right now but willing to accept later
Raining Cats and Dogs,A very loud and noisy rain storm.,A very loud and noisy rain storm
Ring Fencing,Seperated usual judgement to guarantee protection especially project funds.,Seperated usual judgement to guarantee protection especially project funds
Rise and Shine,Time to get out of bed and get ready for work.,Time to get out of bed and get ready for work
Rise and Shine,Time to get out of bed and get ready for school.,Time to get out of bed and get ready for school
Rome Was Not Built In One Day,If you want something to be completely properly then its going to take time.,If you want something to be completely properly then its going to take time
Rule Of Thumb,A rough estimate.,A rough estimate
Run out of steam,To be completely out of energy.,To be completely out of energy
Saved By The Bell,Saved at the last possible moment.,Saved at the last possible moment
Scapegoat,Someone else who takes the blame.,Someone else who takes the blame
Scot-free,To escape and not have to pay.,To escape and not have to pay
Sick As A Dog,To be very sick.,To be very sick
Sitting Shotgun,Riding in the front passenger seat of a car.,Riding in the front passenger seat of a car
Sixth Sense,A paranormal sense that allows you to communicate with the dead.,A paranormal sense that allows you to communicate with the dead
Skid Row,The rundown area of a city where the homeless and drug users live.,The rundown area of a city where the homeless and drug users live
Smell A Rat,To detect somone in the group is betraying the others.,To detect somone in the group is betraying the others
Smell Something Fishy,Detecting that something isn't right and there might be a reason for it.,Detecting that something is not right and there might be a reason for it
Son of a Gun,A scamp.,A scamp
Southpaw,Someone who is left-handed.,Someone who is lefthanded
Spitting Image,The exact likeness.,The exact likeness
Spitting Image,The exact kind.,The exact kind
Start From Scratch,To do it all over again from the beginning.,To do it all over again from the beginning
The Ball Is In Your Court,It is your decision this time.,It is your decision this time
The Best Of Both Worlds,There are two choices and you have them both.,There are two choices and you have them both
The Bigger They Are The Harder They Fall,While the bigger and stronger opponent might  be alot more difficult to beat when you do they suffer a much bigger loss.,While the bigger and stronger opponent might be alot more difficult to beat when you do they suffer a much bigger loss
The Last Straw,When one small burden after another creates an unbearable situation the last straw is the last small burden that one can take.,When one small burden after another creates an unbearable situation the last straw is the last small burden that one can take
The Whole Nine Yards,Everything. All of it.,Everything  All of it
Third times a charm,After no success the first two times the third try is a lucky one.,After no success the first two times the third try is a lucky one
Tie the knot,To get married.,To get married
Til the cows come home,A long time.,A long time
To Make A Long Story Short,Something someone would say during a long and boring story in order to keep his audience from losing attention.,Something someone would say during a long and boring story in order to keep his audience from losing attention
To Make A Long Story Short,Something someone would say during a long and boring story in order to keep her audience from losing attention.,Something someone would say during a long and boring story in order to keep her audience from losing attention
To Steal Someone's Thunder,To take the credit for something someone else did.,To take the credit for something someone else did
Tongue-in-cheek,Humor not to be taken serious.,Humor not to be taken serious
Turn A Blind Eye,Refuse to acknowledge something you know is legit.,Refuse to acknowledge something you know is legit
Turn A Blind Eye,Refuse to acknowledge something you know is real.,Refuse to acknowledge something you know is real
Twenty three skidoo,To be turned away.,To be turned away
Under the weather,Feeling ill.,Feeling ill
Under the weather,Feeling sick.,Feeling sick
Up a blind alley,Going down a course of action that leads to a bad outcome.,Going down a course of action that leads to a bad outcome
Use Your Loaf,Use your head. Think smart.,Use your head  Think smart
Van Gogh's ear for music,Tone deaf.,Tone deaf
Variety Is The Spice Of Life,The more experiences you try the more exciting life can be.,The more experiences you try the more exciting life can be
Wag the Dog,A diversion away from something of greater importance.,A diversion away from something of greater importance
Water Under The Bridge,Anything from the past that isn't significant anymore.,Anything from the past that is not significant anymore
Water Under The Bridge,Anything from the past that isn't important anymore.,Anything from the past that is not important anymore
Wear Your Heart On Your Sleeve,To openly and freely express your emotions.,To openly and freely express your emotions
When It Rains It Pours,Since it rarely rains when it does it will be a huge storm.,Since it rarely rains when it does it will be a huge storm
When Pigs Fly,Something that will never ever happen.,Something that will never ever happen
Wild and Woolly,Uncultured and without laws.,Uncultured and without laws
Wine and Dine,When somebody is treated to an expensive meal.,When somebody is treated to an expensive meal
Without A Doubt,For certain.,For certain
X marks the spot,A phrase that is said when someone finds something he has been looking for.,A phrase that is said when someone finds something he has been looking for
X marks the spot,A phrase that is said when someone finds something she has been looking for.,A phrase that is said when someone finds something she has been looking for
You Are What You Eat,In order to stay healthy you must eat healthy foods.,In order to stay healthy you must eat healthy foods
You Can't Judge A Book By Its Cover,Decisions shouldn't be made primarily on appearance.,Decisions should not be made primarily on appearance
You Can't Take it With You,Enjoy what you have and not what you don't have since when you die you cannot take things with you.,Enjoy what you have and not what you do not have since when you die you can not take things with you
Your Guess Is As Good As Mine,I have no idea.,I have no idea
Zero Tolerance,No crime big or small will be overlooked.,No crime big or small will be overlooked
Zero Tolerance,No law breaking big or small will be overlooked.,No law breaking big or small will be overlooked
Zero Tolerance,No crime will be overlooked.,No crime will be overlooked
Zero Tolerance,No law breaking will be overlooked.,No law breaking will be overlooked
A hot potato,Speak of an issue which many people are talking about and which is usually disputed.,Speak of an issue which many people are talking about and which is usually disputed
A penny for your thoughts,A way of asking what someone is thinking.,A way of asking what someone is thinking
Actions speak louder than words,People's intentions can be judged better by what they do than what they say.,People is intentions can be judged better by what they do than what they say
Add insult to injury,To further a loss with mockery.,To further a loss with mockery
Add insult to injury,To further a loss with indignity.,To further a loss with indignity
Add insult to injury,To worsen an unfavorable situation.,To worsen an unfavorable situation
An arm and a leg,Very expensive.,Very expensive
An arm and a leg,Very costly.,Very costly
An arm and a leg,A large amount of money.,A large amount of money
At the drop of a hat,Meaning: without any hesitation.,Meaning  without any hesitation
At the drop of a hat,Instantly.,Instantly
Back to the drawing board,When an attempt fails and it's time to start all over.,When an attempt fails and it is time to start all over
Ball is in your court,It is up to you to make the next decision.,It is up to you to make the next decision
Ball is in your court,It is up to you to make the next step.,It is up to you to make the next step
Barking up the wrong tree,Looking in the wrong place.,Looking in the wrong place
Barking up the wrong tree,Accusing the wrong person.,Accusing the wrong person
Be glad to see the back of,Be happy when a person leaves.,Be happy when a person leaves
Beat around the bush,Avoiding the main topic.,Avoiding the main topic
Beat around the bush,Not speaking directly about the issue.,Not speaking directly about the issue
Best of both worlds,Having all of the benefits.,Having all of the benefits
Best thing since sliced bread,A good invention.,A good invention
Best thing since sliced bread,A good innovation.,A good innovation
Best thing since sliced bread,A good plan.,A good plan
Best thing since sliced bread,A good idea.,A good idea
Bite off more than you can chew,To take on a task that is way to big.,To take on a task that is way to big
Blessing in disguise,Something good that isn't recognized at first.,Something good that is not recognized at first
Burn the midnight oil,To work late into the night.,To work late into the night
Burn the midnight oil,Alluding to the time before electric lighting.,Alluding to the time before electric lighting
Can't judge a book by its cover,Cannot judge something primarily on appearance.,Can not judge something primarily on appearance
Caught between two stools,When someone finds it difficult to choose between two alternatives.,When someone finds it difficult to choose between two alternatives
Costs an arm and a leg,Expensive.,Expensive
Cross that bridge when you come to it,Deal with a problem if and when it becomes necessary.,Deal with a problem if and when it becomes necessary
Cry over spilt milk,When you complain about a loss from the past.,When you complain about a loss from the past
Curiosity killed the cat,Being Inquisitive can lead you into an unpleasant situation.,Being Inquisitive can lead you into an unpleasant situation
Cut corners,When something is done badly to save money.,When something is done badly to save money
Cut the mustard,To succeed.,To succeed
Cut the mustard,To come up to expectations.,To come up to expectations
Cut the mustard,Adequate enough to compete.,Adequate enough to compete
Cut the mustard,Adequate enough to participate.,Adequate enough to participate
Devil's Advocate,To present a counter argument.,To present a counter argument
Don't count your chickens before the eggs have hatched,Don't make plans for something that might not happen.,Do not make plans for something that might not happen
Don't give up the day job,You are not very good at something.,You are not very good at something
Don't give up the day job,You could definitely not do it professionally.,You could definitely not do it professionally
Don't put all your eggs in one basket,Do not put all your resources in one possibility.,Do not put all your resources in one possibility
